"","female","pid_self","postvote_presvtwho","relig_import","ft_dem","ft_rep","health_2010hcr","age","vote.obama","democrat","republican","independent","support.aca"
"1832",0,1,1,0,"25","0",3,44,1,1,0,0,0
"1833",1,1,NA,1,"60","15",3,41,NA,1,0,0,0
"1834",0,3,NA,0,"50","50",3,75,NA,0,0,1,0
"1835",0,3,NA,0,"20","20",3,61,NA,0,0,1,0
"1836",0,2,2,0,"0","73",2,39,0,0,1,0,0
"1837",0,2,2,1,"35","67",2,68,0,0,1,0,0
"1838",1,3,1,1,"70","50",1,69,1,0,0,1,1
"1839",0,1,1,1,"60","0",1,68,1,1,0,0,1
"1840",0,3,NA,0,"15","15",3,58,NA,0,0,1,0
"1841",1,3,2,1,"50","50",1,63,0,0,0,1,1
"1842",0,1,1,1,"60","50",3,59,1,1,0,0,0
"1843",0,2,2,1,"60","100",3,59,0,0,1,0,0
"1844",0,3,2,1,"0","0",2,64,0,0,0,1,0
"1845",0,3,1,0,"50","0",1,66,1,0,0,1,1
"1846",0,2,2,1,"40","60",2,71,0,0,1,0,0
"1847",0,3,NA,1,"60","50",1,69,NA,0,0,1,1
"1848",0,3,1,1,"60","0",3,56,1,0,0,1,0
"1849",0,1,NA,0,"85","0",1,45,NA,1,0,0,1
"1850",1,1,1,0,"70","0",1,68,1,1,0,0,1
"1851",0,1,1,1,"85","25",1,52,1,1,0,0,1
"1852",0,NA,2,0,"30","60",2,42,0,NA,NA,NA,0
"1853",0,3,1,0,"60","15",1,66,1,0,0,1,1
"1854",1,1,1,0,"70","0",1,65,1,1,0,0,1
"1855",0,2,2,1,"10","80",2,33,0,0,1,0,0
"1856",0,2,1,0,"40","60",1,67,1,0,1,0,1
"1857",1,3,2,1,"50","70",2,74,0,0,0,1,0
"1858",1,1,1,0,"85","0",1,59,1,1,0,0,1
"1859",1,3,NA,0,"50","40",3,52,NA,0,0,1,0
"1860",1,1,1,1,"85","40",1,52,1,1,0,0,1
"1861",1,2,NA,1,"15","50",2,66,NA,0,1,0,0
"1862",0,2,2,1,"30","70",2,43,0,0,1,0,0
"1863",1,1,1,0,"75","45",1,54,1,1,0,0,1
"1864",1,1,1,0,"60","15",1,61,1,1,0,0,1
"1865",1,1,2,0,"40","15",2,57,0,1,0,0,0
"1866",1,2,2,0,"5","85",2,53,0,0,1,0,0
"1867",0,3,1,1,"60","59",1,62,1,0,0,1,1
"1868",0,2,1,1,"70","70",1,41,1,0,1,0,1
"1869",1,2,2,1,"10","70",2,50,0,0,1,0,0
"1870",1,2,2,1,"0","100",2,64,0,0,1,0,0
"1871",1,1,1,1,"99","5",1,63,1,1,0,0,1
"1872",0,2,NA,0,"50","50",3,75,NA,0,1,0,0
"1873",1,2,2,1,"30","70",3,57,0,0,1,0,0
"1874",1,1,1,0,"85","50",1,84,1,1,0,0,1
"1875",1,NA,NA,1,"15","60",2,76,NA,NA,NA,NA,0
"1876",0,2,2,0,"0","85",2,61,0,0,1,0,0
"1877",1,1,1,0,"95","0",1,49,1,1,0,0,1
"1878",1,2,2,0,"40","90",2,41,0,0,1,0,0
"1879",0,1,1,1,"60","40",2,44,1,1,0,0,0
"1880",1,2,NA,1,"15","70",2,48,NA,0,1,0,0
"1881",1,3,2,1,"50","70",3,64,0,0,0,1,0
"1882",0,2,2,1,"15","78",2,43,0,0,1,0,0
"1883",1,2,2,1,"20","80",2,79,0,0,1,0,0
"1884",0,3,1,0,"50","45",1,43,1,0,0,1,1
"1885",0,3,2,1,"40","50",3,18,0,0,0,1,0
"1886",1,2,NA,1,"60","60",1,68,NA,0,1,0,1
"1887",0,3,NA,1,"45","60",2,42,NA,0,0,1,0
"1888",0,2,2,1,"0","50",2,61,0,0,1,0,0
"1889",0,1,NA,0,"70","15",3,28,NA,1,0,0,0
"1890",0,3,2,0,"30","90",2,25,0,0,0,1,0
"1891",0,3,2,1,"40","58",2,64,0,0,0,1,0
"1892",0,3,NA,0,"50","50",1,57,NA,0,0,1,1
"1893",0,3,2,1,"10","75",2,67,0,0,0,1,0
"1894",1,1,1,1,"80","40",1,51,1,1,0,0,1
"1895",0,2,NA,0,"30","40",3,21,NA,0,1,0,0
"1896",1,1,NA,1,"100","0",3,62,NA,1,0,0,0
"1897",0,NA,NA,0,"60","30",1,76,NA,NA,NA,NA,1
"1898",0,1,1,1,"65","15",1,56,1,1,0,0,1
"1899",1,3,2,1,"15","70",3,57,0,0,0,1,0
"1900",1,2,2,1,"0","100",2,62,0,0,1,0,0
"1901",0,1,1,1,"70","30",1,76,1,1,0,0,1
"1902",0,3,1,0,"85","15",1,60,1,0,0,1,1
"1903",0,2,NA,1,"15","60",2,76,NA,0,1,0,0
"1904",0,2,2,0,"15","75",2,70,0,0,1,0,0
"1905",1,NA,1,1,"70","15",1,67,1,NA,NA,NA,1
"1906",0,1,1,1,"90","14",1,49,1,1,0,0,1
"1907",1,1,1,0,"70","0",1,62,1,1,0,0,1
"1908",1,3,2,1,"70","30",1,37,0,0,0,1,1
"1909",1,1,1,0,"70","30",1,22,1,1,0,0,1
"1910",1,1,1,1,"60","30",1,65,1,1,0,0,1
"1911",0,1,2,1,"40","51",3,58,0,1,0,0,0
"1912",1,1,NA,1,"100","30",1,64,NA,1,0,0,1
"1913",0,1,1,0,"80","5",1,61,1,1,0,0,1
"1914",0,1,1,0,"70","15",3,52,1,1,0,0,0
"1915",1,3,2,1,"50","85",2,74,0,0,0,1,0
"1916",0,1,1,1,"50","25",1,51,1,1,0,0,1
"1917",1,2,2,1,"5","95",2,50,0,0,1,0,0
"1918",0,3,2,0,"40","60",1,69,0,0,0,1,1
"1919",0,3,NA,0,"55","55",1,44,NA,0,0,1,1
"1920",0,3,2,1,"35","40",2,68,0,0,0,1,0
"1921",1,1,NA,1,"50","50",1,36,NA,1,0,0,1
"1922",0,3,NA,0,"50","30",3,56,NA,0,0,1,0
"1923",1,1,1,0,"70","0",1,56,1,1,0,0,1
"1924",1,3,1,1,"85","50",1,79,1,0,0,1,1
"1925",1,1,1,1,"30","30",2,76,1,1,0,0,0
"1926",0,1,1,1,"75","0",1,19,1,1,0,0,1
"1927",1,3,NA,1,"40","50",3,79,NA,0,0,1,0
"1928",1,1,1,0,"85","40",1,59,1,1,0,0,1
"1929",0,1,1,1,"85","15",1,65,1,1,0,0,1
"1930",0,3,NA,1,"30","31",2,56,NA,0,0,1,0
"1931",1,2,2,1,"0","85",2,54,0,0,1,0,0
"1932",1,2,2,1,"15","85",3,72,0,0,1,0,0
"1933",0,2,2,1,"0","60",2,69,0,0,1,0,0
"1934",1,2,2,0,"10","90",3,22,0,0,1,0,0
"1935",0,3,2,1,"60","60",2,70,0,0,0,1,0
"1936",1,1,1,0,"70","25",1,23,1,1,0,0,1
"1937",0,2,2,0,"35","65",2,56,0,0,1,0,0
"1938",0,3,1,1,"42","30",1,51,1,0,0,1,1
"1939",1,3,NA,1,"60","40",3,57,NA,0,0,1,0
"1940",0,3,NA,0,"40","15",3,69,NA,0,0,1,0
"1941",1,NA,NA,0,"50","50",3,28,NA,NA,NA,NA,0
"1942",1,2,2,1,"40","60",2,90,0,0,1,0,0
"1943",1,1,1,1,"70","0",1,67,1,1,0,0,1
"1944",0,2,2,1,"0","85",2,45,0,0,1,0,0
"1945",1,1,NA,0,"85","0",1,58,NA,1,0,0,1
"1946",1,1,1,0,"60","0",3,44,1,1,0,0,0
"1947",0,3,NA,1,"55","15",1,61,NA,0,0,1,1
"1948",0,1,1,0,"70","10",1,60,1,1,0,0,1
"1949",0,2,2,0,"15","70",2,74,0,0,1,0,0
"1950",0,3,2,1,"0","60",2,70,0,0,0,1,0
"1951",1,2,2,1,"15","60",2,59,0,0,1,0,0
"1952",0,1,1,0,"60","0",1,41,1,1,0,0,1
"1953",1,1,1,1,"50","50",1,34,1,1,0,0,1
"1954",1,1,1,0,"60","0",1,81,1,1,0,0,1
"1955",0,1,1,0,"85","15",1,55,1,1,0,0,1
"1956",0,2,2,1,"50","60",2,77,0,0,1,0,0
"1957",0,2,2,1,"15","70",2,44,0,0,1,0,0
"1958",0,2,2,1,"30","70",2,58,0,0,1,0,0
"1959",0,3,NA,0,"50","50",3,22,NA,0,0,1,0
"1960",0,3,1,1,"40","3",1,48,1,0,0,1,1
"1961",1,1,1,0,"52","40",1,21,1,1,0,0,1
"1962",1,2,2,1,"15","85",3,67,0,0,1,0,0
"1963",1,1,1,1,"85","15",1,58,1,1,0,0,1
"1964",1,3,1,1,"70","60",3,67,1,0,0,1,0
"1965",1,1,1,1,"85","50",3,61,1,1,0,0,0
"1966",0,3,NA,0,"50","70",2,57,NA,0,0,1,0
"1967",0,3,2,1,"15","67",2,39,0,0,0,1,0
"1968",0,3,1,1,"60","40",1,76,1,0,0,1,1
"1969",0,2,NA,1,"0","15",2,59,NA,0,1,0,0
"1970",1,1,1,1,"70","0",1,62,1,1,0,0,1
"1971",0,3,1,1,"50","15",1,57,1,0,0,1,1
"1972",1,2,NA,1,"15","85",3,76,NA,0,1,0,0
"1973",0,2,2,1,"0","85",2,42,0,0,1,0,0
"1974",1,1,1,0,"85","40",1,49,1,1,0,0,1
"1975",0,1,1,1,"85","15",1,70,1,1,0,0,1
"1976",1,2,2,1,"0","85",2,42,0,0,1,0,0
"1977",1,1,NA,1,"0","0",1,23,NA,1,0,0,1
"1978",0,3,NA,0,"30","30",2,67,NA,0,0,1,0
"1979",0,1,1,1,"60","15",1,73,1,1,0,0,1
"1980",0,1,NA,0,"60","15",1,81,NA,1,0,0,1
"1981",0,3,NA,0,"10","85",2,70,NA,0,0,1,0
"1982",0,1,2,0,"60","50",2,82,0,1,0,0,0
"1983",0,2,2,0,"0","60",2,57,0,0,1,0,0
"1984",1,3,2,1,"0","50",2,52,0,0,0,1,0
"1985",0,2,NA,1,"30","90",2,43,NA,0,1,0,0
"1986",0,2,NA,1,"25","60",2,55,NA,0,1,0,0
"1987",1,2,2,1,"41","72",2,47,0,0,1,0,0
"1988",1,3,2,1,"15","60",2,53,0,0,0,1,0
"1989",0,3,1,0,"20","5",1,20,1,0,0,1,1
"1990",0,1,1,0,"85","15",1,47,1,1,0,0,1
"1991",1,2,2,1,"0","70",2,71,0,0,1,0,0
"1992",1,1,NA,0,"70","15",2,33,NA,1,0,0,0
"1993",0,3,2,1,"40","55",3,43,0,0,0,1,0
"1994",1,2,NA,1,"40","40",3,35,NA,0,1,0,0
"1995",1,1,1,1,"70","0",1,36,1,1,0,0,1
"1996",1,2,2,1,"0","100",2,54,0,0,1,0,0
"1997",1,1,1,1,"85","0",3,57,1,1,0,0,0
"1998",0,2,2,1,"10","85",2,32,0,0,1,0,0
"1999",0,3,2,1,"40","60",2,66,0,0,0,1,0
"2000",0,2,2,1,"0","87",2,65,0,0,1,0,0
"2001",0,2,2,0,"40","60",2,69,0,0,1,0,0
"2002",0,1,1,0,"60","30",1,55,1,1,0,0,1
"2003",0,1,1,0,"15","0",1,65,1,1,0,0,1
"2004",1,3,2,0,"60","60",3,24,0,0,0,1,0
"2005",0,2,2,1,"0","100",2,74,0,0,1,0,0
"2006",1,2,2,0,"55","90",1,57,0,0,1,0,1
"2007",0,2,1,0,"60","20",1,56,1,0,1,0,1
"2008",1,3,1,1,"85","15",1,57,1,0,0,1,1
"2009",1,3,2,1,"0","60",2,46,0,0,0,1,0
"2010",1,NA,2,1,"15","70",2,75,0,NA,NA,NA,0
"2011",0,3,NA,1,"30","50",2,22,NA,0,0,1,0
"2012",1,3,2,1,"0","55",2,66,0,0,0,1,0
"2013",1,NA,1,1,"50","50",3,48,1,NA,NA,NA,0
"2014",0,2,2,1,"30","70",2,64,0,0,1,0,0
"2015",1,1,1,0,"70","0",1,51,1,1,0,0,1
"2016",0,2,NA,1,"20","30",2,52,NA,0,1,0,0
"2017",0,1,1,0,"70","15",1,85,1,1,0,0,1
"2018",0,2,2,1,"0","85",2,62,0,0,1,0,0
"2019",0,3,1,0,"15","60",2,42,1,0,0,1,0
"2020",0,2,2,0,"0","90",2,28,0,0,1,0,0
"2021",1,2,2,1,"15","70",2,44,0,0,1,0,0
"2022",0,3,NA,0,"50","40",2,60,NA,0,0,1,0
"2023",1,3,1,1,"70","40",1,61,1,0,0,1,1
"2024",0,2,2,1,"30","70",2,53,0,0,1,0,0
"2025",1,3,2,1,"40","60",2,52,0,0,0,1,0
"2026",0,1,NA,0,"51","10",1,44,NA,1,0,0,1
"2027",1,2,2,0,"0","75",2,41,0,0,1,0,0
"2028",1,2,2,1,"30","70",3,79,0,0,1,0,0
"2029",1,3,NA,0,"70","50",3,47,NA,0,0,1,0
"2030",0,2,2,1,"15","85",2,71,0,0,1,0,0
"2031",1,3,2,0,"50","50",2,70,0,0,0,1,0
"2032",0,1,1,0,"75","0",1,59,1,1,0,0,1
"2033",0,3,2,1,"20","75",2,42,0,0,0,1,0
"2034",1,2,2,1,"0","100",2,78,0,0,1,0,0
"2035",1,1,1,0,"85","0",1,68,1,1,0,0,1
"2036",1,2,2,0,"15","60",2,60,0,0,1,0,0
"2037",0,2,2,1,"50","85",2,74,0,0,1,0,0
"2038",0,1,1,0,"70","0",1,48,1,1,0,0,1
"2039",0,3,2,1,"50","50",3,84,0,0,0,1,0
"2040",0,3,NA,1,"60","50",1,66,NA,0,0,1,1
"2041",0,2,2,0,"40","60",1,59,0,0,1,0,1
"2042",1,1,1,1,"70","30",3,61,1,1,0,0,0
"2043",1,2,1,1,"60","60",1,52,1,0,1,0,1
"2044",1,3,2,1,"60","70",2,49,0,0,0,1,0
"2045",0,2,NA,1,"15","75",2,66,NA,0,1,0,0
"2046",1,1,1,1,"85","15",1,64,1,1,0,0,1
"2047",0,1,1,0,"70","30",1,64,1,1,0,0,1
"2048",1,1,1,0,"70","30",3,86,1,1,0,0,0
"2049",1,1,1,1,"85","0",1,70,1,1,0,0,1
"2050",1,3,1,1,"80","20",1,68,1,0,0,1,1
"2051",0,2,2,1,"15","60",2,57,0,0,1,0,0
"2052",0,1,1,1,"70","50",1,88,1,1,0,0,1
"2053",1,2,1,0,"50","50",3,79,1,0,1,0,0
"2054",1,2,2,0,"15","85",2,63,0,0,1,0,0
"2055",0,1,1,1,"100","30",1,56,1,1,0,0,1
"2056",1,1,1,1,"65","50",3,76,1,1,0,0,0
"2057",0,1,1,1,"85","0",1,77,1,1,0,0,1
"2058",1,3,NA,0,"40","30",1,36,NA,0,0,1,1
"2059",0,3,2,1,"0","55",2,41,0,0,0,1,0
"2060",0,3,2,1,"3","50",2,58,0,0,0,1,0
"2061",0,2,2,1,"0","85",2,44,0,0,1,0,0
"2062",0,2,2,1,"5","85",2,63,0,0,1,0,0
"2063",1,3,NA,1,"60","15",1,66,NA,0,0,1,1
"2064",1,3,1,1,"50","15",1,48,1,0,0,1,1
"2065",0,1,1,1,"99","15",1,59,1,1,0,0,1
"2066",1,2,2,1,"35","70",2,60,0,0,1,0,0
"2067",1,1,1,1,"60","0",1,67,1,1,0,0,1
"2068",1,3,2,1,"30","70",2,62,0,0,0,1,0
"2069",1,2,2,1,"0","80",2,50,0,0,1,0,0
"2070",0,1,1,1,"60","15",1,86,1,1,0,0,1
"2071",0,3,2,1,"33","64",2,58,0,0,0,1,0
"2072",1,2,2,1,"15","85",2,77,0,0,1,0,0
"2073",1,2,2,1,"40","60",3,67,0,0,1,0,0
"2074",0,1,1,0,"70","0",2,61,1,1,0,0,0
"2075",0,3,2,1,"40","40",3,58,0,0,0,1,0
"2076",0,3,2,0,"15","60",3,74,0,0,0,1,0
"2077",0,3,1,1,"70","45",1,50,1,0,0,1,1
"2078",0,2,NA,1,"15","70",2,51,NA,0,1,0,0
"2079",0,2,2,1,"20","70",2,41,0,0,1,0,0
"2080",0,3,1,0,"55","40",1,69,1,0,0,1,1
"2081",1,1,1,1,"100","0",1,60,1,1,0,0,1
"2082",1,2,2,1,"40","70",2,85,0,0,1,0,0
"2083",1,1,NA,1,"100","0",1,70,NA,1,0,0,1
"2084",1,1,1,1,"85","40",1,61,1,1,0,0,1
"2085",1,1,1,0,"85","5",1,52,1,1,0,0,1
"2086",0,1,NA,1,"100","15",1,62,NA,1,0,0,1
"2087",0,3,2,0,"5","1",3,32,0,0,0,1,0
"2088",0,2,2,0,"30","30",2,63,0,0,1,0,0
"2089",1,1,1,1,"100","0",1,72,1,1,0,0,1
"2090",0,1,1,0,"87","55",1,65,1,1,0,0,1
"2091",1,3,2,1,"70","70",2,52,0,0,0,1,0
"2092",1,3,1,0,"60","30",2,50,1,0,0,1,0
"2093",1,2,2,1,"0","70",2,73,0,0,1,0,0
"2094",0,3,2,0,"25","60",2,56,0,0,0,1,0
"2095",0,2,NA,1,"14","79",1,20,NA,0,1,0,1
"2096",1,1,1,1,"90","15",1,60,1,1,0,0,1
"2097",1,1,1,1,"85","0",3,27,1,1,0,0,0
"2098",0,2,2,0,"15","85",2,44,0,0,1,0,0
"2099",0,2,2,1,"30","85",2,65,0,0,1,0,0
"2100",0,3,1,0,"60","0",1,45,1,0,0,1,1
"2101",0,1,1,1,"100","0",1,38,1,1,0,0,1
"2102",0,1,1,0,"99","10",1,73,1,1,0,0,1
"2103",1,3,2,1,"50","50",2,57,0,0,0,1,0
"2104",0,3,NA,1,"40","10",1,61,NA,0,0,1,1
"2105",1,3,NA,0,"60","60",2,55,NA,0,0,1,0
"2106",0,1,1,1,"76","56",2,58,1,1,0,0,0
"2107",1,3,2,1,"40","60",2,50,0,0,0,1,0
"2108",0,2,2,1,"30","70",2,68,0,0,1,0,0
"2109",0,1,1,0,"70","30",1,52,1,1,0,0,1
"2110",1,1,1,0,"60","50",3,83,1,1,0,0,0
"2111",1,2,2,0,"15","70",2,61,0,0,1,0,0
"2112",0,2,NA,0,"15","55",2,58,NA,0,1,0,0
"2113",1,1,1,0,"72","15",1,56,1,1,0,0,1
"2114",0,2,2,1,"30","70",3,82,0,0,1,0,0
"2115",0,2,1,0,"40","40",3,44,1,0,1,0,0
"2116",1,3,2,1,"40","40",2,40,0,0,0,1,0
"2117",1,2,NA,1,"0","50",2,34,NA,0,1,0,0
"2118",1,2,2,1,"50","50",2,63,0,0,1,0,0
"2119",1,3,NA,1,"0","0",3,33,NA,0,0,1,0
"2120",0,1,1,0,"79","22",1,55,1,1,0,0,1
"2121",1,1,1,1,"70","30",1,55,1,1,0,0,1
"2122",1,1,NA,1,"85","30",3,69,NA,1,0,0,0
"2123",0,1,1,0,"70","20",1,57,1,1,0,0,1
"2124",0,3,NA,1,"50","50",2,68,NA,0,0,1,0
"2125",1,3,1,1,"65","35",1,22,1,0,0,1,1
"2126",0,1,1,1,"85","15",1,58,1,1,0,0,1
"2127",0,2,2,0,"30","95",2,34,0,0,1,0,0
"2128",1,3,2,1,"0","85",1,83,0,0,0,1,1
"2129",0,1,1,0,"70","15",1,63,1,1,0,0,1
"2130",1,3,1,1,"63","39",3,52,1,0,0,1,0
"2131",1,3,1,1,"85","15",1,80,1,0,0,1,1
"2132",1,2,2,1,"0","70",2,73,0,0,1,0,0
"2133",0,2,2,1,"30","60",2,61,0,0,1,0,0
"2134",0,2,2,1,"0","100",2,22,0,0,1,0,0
"2135",1,3,2,1,"0","70",2,62,0,0,0,1,0
"2136",0,3,2,0,"30","60",2,32,0,0,0,1,0
"2137",0,3,2,1,"15","60",2,59,0,0,0,1,0
"2138",1,1,1,0,"50","50",1,18,1,1,0,0,1
"2139",1,1,NA,0,"40","15",1,59,NA,1,0,0,1
"2140",0,2,1,1,"60","30",1,63,1,0,1,0,1
"2141",1,1,1,0,"50","30",1,33,1,1,0,0,1
"2142",0,3,NA,1,"75","40",3,20,NA,0,0,1,0
"2143",0,1,NA,0,"60","15",1,35,NA,1,0,0,1
"2144",0,1,1,0,"85","30",1,85,1,1,0,0,1
"2145",0,3,1,0,"60","0",1,65,1,0,0,1,1
"2146",1,1,1,0,"70","15",1,56,1,1,0,0,1
"2147",0,1,1,0,"65","0",1,53,1,1,0,0,1
"2148",0,2,2,1,"50","50",2,75,0,0,1,0,0
"2149",1,3,2,0,"40","40",2,33,0,0,0,1,0
"2150",1,3,NA,1,"0","0",3,66,NA,0,0,1,0
"2151",0,1,1,1,"70","15",3,64,1,1,0,0,0
"2152",0,3,1,0,"60","0",1,60,1,0,0,1,1
"2153",0,1,1,0,"40","15",3,80,1,1,0,0,0
"2154",0,2,1,1,"60","60",1,47,1,0,1,0,1
"2155",0,1,1,0,"70","30",1,55,1,1,0,0,1
"2156",0,2,2,1,"50","60",2,48,0,0,1,0,0
"2157",1,1,1,0,"70","30",1,29,1,1,0,0,1
"2158",0,2,2,1,"1","85",2,46,0,0,1,0,0
"2159",1,3,2,1,"40","70",2,80,0,0,0,1,0
"2160",1,3,1,1,"100","30",1,48,1,0,0,1,1
"2161",0,3,1,1,"80","40",1,58,1,0,0,1,1
"2162",1,1,1,0,"60","40",1,71,1,1,0,0,1
"2163",0,3,2,1,"5","10",2,60,0,0,0,1,0
"2164",1,2,2,1,"30","70",2,58,0,0,1,0,0
"2165",0,2,2,1,"30","65",2,71,0,0,1,0,0
"2166",0,1,1,1,"85","30",1,62,1,1,0,0,1
"2167",0,2,NA,1,"20","90",3,18,NA,0,1,0,0
"2168",0,3,2,0,"40","45",2,68,0,0,0,1,0
"2169",0,1,NA,1,"77","30",2,38,NA,1,0,0,0
"2170",0,1,1,1,"30","0",1,49,1,1,0,0,1
"2171",0,3,1,1,"70","40",3,26,1,0,0,1,0
"2172",1,1,1,1,"85","30",1,40,1,1,0,0,1
"2173",0,1,1,1,"70","30",2,55,1,1,0,0,0
"2174",0,3,2,0,"40","40",3,22,0,0,0,1,0
"2175",0,NA,2,1,"0","30",2,49,0,NA,NA,NA,0
"2176",0,1,NA,0,"70","15",1,51,NA,1,0,0,1
"2177",0,1,1,1,"100","15",2,61,1,1,0,0,0
"2178",0,2,2,1,"50","60",2,59,0,0,1,0,0
"2179",0,2,2,0,"35","50",2,47,0,0,1,0,0
"2180",1,2,NA,1,"15","100",2,44,NA,0,1,0,0
"2181",1,NA,NA,1,"50","50",2,55,NA,NA,NA,NA,0
"2182",0,3,2,1,"15","85",2,75,0,0,0,1,0
"2183",1,3,NA,1,"40","40",3,79,NA,0,0,1,0
"2184",0,1,1,0,"70","0",1,35,1,1,0,0,1
"2185",1,1,NA,1,"70","0",2,58,NA,1,0,0,0
"2186",0,2,2,0,"30","70",2,69,0,0,1,0,0
"2187",0,2,2,0,"0","100",2,66,0,0,1,0,0
"2188",1,2,2,1,"40","85",1,60,0,0,1,0,1
"2189",1,2,2,1,"30","100",2,61,0,0,1,0,0
"2190",1,1,1,0,"75","20",1,59,1,1,0,0,1
"2191",1,3,2,1,"30","30",2,59,0,0,0,1,0
"2192",0,3,2,0,"25","75",2,68,0,0,0,1,0
"2193",1,2,NA,1,"60","85",3,87,NA,0,1,0,0
"2194",1,2,NA,1,"10","80",2,32,NA,0,1,0,0
"2195",1,1,1,1,"85","15",1,75,1,1,0,0,1
"2196",0,1,NA,0,"50","0",3,65,NA,1,0,0,0
"2197",1,1,NA,1,"60","40",3,44,NA,1,0,0,0
"2198",1,2,1,1,"60","65",3,23,1,0,1,0,0
"2199",1,3,2,1,"0","85",2,67,0,0,0,1,0
"2200",1,3,2,1,"40","60",2,49,0,0,0,1,0
"2201",1,1,1,1,"85","15",1,55,1,1,0,0,1
"2202",0,1,1,1,"75","10",1,71,1,1,0,0,1
"2203",0,2,NA,1,"0","30",2,54,NA,0,1,0,0
"2204",1,1,1,0,"50","10",1,53,1,1,0,0,1
"2205",1,3,2,1,"30","15",3,73,0,0,0,1,0
"2206",0,3,1,1,"60","15",1,57,1,0,0,1,1
"2207",1,1,1,1,"85","60",1,60,1,1,0,0,1
"2208",1,2,2,1,"0","100",2,75,0,0,1,0,0
"2209",0,2,2,1,"0","85",2,69,0,0,1,0,0
"2210",1,1,1,1,"60","15",1,54,1,1,0,0,1
"2211",1,2,2,1,"15","60",2,67,0,0,1,0,0
"2212",1,2,NA,1,"0","95",2,37,NA,0,1,0,0
"2213",1,2,2,1,"30","70",2,70,0,0,1,0,0
"2214",0,2,2,1,"0","60",2,29,0,0,1,0,0
"2215",0,1,1,0,"80","65",1,68,1,1,0,0,1
"2216",0,3,1,0,"60","40",3,47,1,0,0,1,0
"2217",1,1,1,1,"85","50",1,74,1,1,0,0,1
"2218",1,2,2,1,"15","90",2,36,0,0,1,0,0
"2219",1,1,1,1,"40","20",1,24,1,1,0,0,1
"2220",0,3,1,1,"30","30",1,55,1,0,0,1,1
"2221",1,3,NA,0,"80","10",1,33,NA,0,0,1,1
"2222",1,3,2,1,"40","40",3,72,0,0,0,1,0
"2223",1,1,1,1,"98","0",1,64,1,1,0,0,1
"2224",0,1,NA,1,"75","50",2,46,NA,1,0,0,0
"2225",0,1,2,1,"20","60",2,68,0,1,0,0,0
"2226",1,1,1,0,"75","15",1,44,1,1,0,0,1
"2227",1,3,1,1,"80","0",1,65,1,0,0,1,1
"2228",1,2,2,1,"40","60",2,67,0,0,1,0,0
"2229",1,3,2,0,"50","50",3,61,0,0,0,1,0
"2230",0,1,1,1,"100","0",3,56,1,1,0,0,0
"2231",1,1,1,0,"75","15",1,56,1,1,0,0,1
"2232",1,2,2,0,"40","60",3,76,0,0,1,0,0
"2233",0,3,2,0,"15","60",2,55,0,0,0,1,0
"2234",0,2,NA,1,"40","70",3,72,NA,0,1,0,0
"2235",0,3,1,0,"60","0",3,40,1,0,0,1,0
"2236",0,3,2,0,"15","60",2,57,0,0,0,1,0
"2237",1,1,1,1,"70","0",1,59,1,1,0,0,1
"2238",0,1,1,0,"85","15",1,48,1,1,0,0,1
"2239",0,1,1,1,"80","20",1,69,1,1,0,0,1
"2240",0,3,1,0,"70","0",1,43,1,0,0,1,1
"2241",0,1,1,1,"70","60",1,42,1,1,0,0,1
"2242",1,1,NA,1,"100","0",3,56,NA,1,0,0,0
"2243",1,2,2,1,"15","70",2,64,0,0,1,0,0
"2244",0,3,2,1,"30","50",2,62,0,0,0,1,0
"2245",1,3,2,0,"30","60",2,78,0,0,0,1,0
"2246",0,1,1,1,"100","70",1,60,1,1,0,0,1
"2247",0,2,2,1,"5","55",2,34,0,0,1,0,0
"2248",0,3,1,0,"40","50",3,55,1,0,0,1,0
"2249",0,3,2,1,"50","50",3,66,0,0,0,1,0
"2250",1,1,1,1,"75","50",3,54,1,1,0,0,0
"2251",0,1,1,1,"60","50",1,23,1,1,0,0,1
"2252",0,3,1,0,"50","20",1,43,1,0,0,1,1
"2253",0,1,1,0,"60","40",3,41,1,1,0,0,0
"2254",0,3,1,0,"75","5",1,68,1,0,0,1,1
"2255",1,3,NA,1,"50","50",3,66,NA,0,0,1,0
"2256",1,3,1,1,"85","70",1,70,1,0,0,1,1
"2257",0,3,NA,0,"35","35",2,27,NA,0,0,1,0
"2258",0,1,1,1,"85","0",1,62,1,1,0,0,1
"2259",0,2,NA,1,"0","90",2,72,NA,0,1,0,0
"2260",0,2,2,1,"10","70",2,80,0,0,1,0,0
"2261",1,2,NA,1,"0","60",2,65,NA,0,1,0,0
"2262",0,3,1,0,"50","50",1,55,1,0,0,1,1
"2263",1,1,1,1,"60","40",1,63,1,1,0,0,1
"2264",0,1,1,0,"70","10",1,67,1,1,0,0,1
"2265",1,3,2,1,"0","70",2,63,0,0,0,1,0
"2266",1,1,1,1,"50","30",3,39,1,1,0,0,0
"2267",1,2,NA,0,"20","80",1,20,NA,0,1,0,1
"2268",0,3,NA,1,"30","60",2,40,NA,0,0,1,0
"2269",1,2,NA,1,"10","90",2,55,NA,0,1,0,0
"2270",0,3,1,1,"50","50",2,60,1,0,0,1,0
"2271",1,1,2,0,"40","60",2,60,0,1,0,0,0
"2272",0,3,1,1,"0","0",1,29,1,0,0,1,1
"2273",1,1,1,1,"10","0",2,57,1,1,0,0,0
